1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
14.831764705882355,0.0,0.0,0.0,0.006859943405700353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007717436331412898,3.7237302963911656,0.0,0.0,0.0,0.004708709557974188,0.0,0.0,0.0,0.0,0.0
0.0,175.00000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,170.99999999999955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2677714480317186,0.0,0.0,0.0,0.0
0.0,0.0,0.0,10.830666666666664,0.0,0.30700271442882493,0.0,0.0,0.0,0.0,0.0,0.0,0.014757295747452437,3.7313454393661796,0.0,0.5753107197353653,0.0027386127875258298,0.0,0.0,0.0034426518632954812,0.0,0.0,0.09676431849257931,1.0841979192957014,0.0,0.0017213259316477404,0.0,0.0,0.0
0.006859943405700353,0.0,0.0,0.0,6.1425,0.0,0.0042874646285627205,0.0,0.0,0.0,0.0,0.0,0.0,0.12578842264981016,0.0,0.004264014327112208,0.014999999999999994,0.030310889132455353,1.9612499999999997,0.001178511301977579,0.0,0.0,0.0,0.0,0.0,0.001178511301977579,0.0,0.017677669529663688,0.0
0.0,0.0,0.0,0.30700271442882504,0.0,5.0600000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019069251784911848,0.0,0.7122365541664574,0.0,0.0,0.0,0.3710405787930899,0.0,0.0,0.004472135954999579,1.8926912056645693,0.0,1.4198626694156022,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.004287464628562721,0.0,15.896470588235296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056591645841811034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.830999999999996,0.0,0.0,0.0,0.01660195771588399,0.0,0.024271195048676718,0.0,0.0006741998624632422,0.0007905694150420948,0.0,0.6198064213930025,0.00149071198499986,0.0,0.0,0.0,0.01922538386132731,0.0,0.00298142396999972,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.858461538461542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10198039027185572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14230249470757708,0.0,0.0,0.0,0.0,0.0,0.0,0.8520563361656318
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6999999999999997,0.0,0.0,0.0,0.27369082313199083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06640783086353597,0.0,0.8825014951199169,0.0,0.4964070910049533,0.3846036921299638,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016601957715883988,0.0,0.0,0.0,6.237499999999999,0.0,0.018122060890226888,0.0,0.0,0.007499999999999999,0.38682468035704937,0.042499999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.01475729574745244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.830000000000001,0.0,0.0,0.055391170940699744,0.09526279441628825,0.003333333333333334,0.0,0.0,0.0,0.005773502691896258,0.002886751345948129,0.006793662204867576,0.31707283892693366,0.0,0.012247448713915893,0.004082482904638631,0.028284271247461912
0.0,0.0,0.0,3.73134543936618,0.12578842264981016,0.0019069251784911848,0.0,0.024271195048676718,0.0,0.0,0.0,0.018122060890226888,0.0,6.467272727272728,0.0,0.024545454545454547,0.018122060890226884,0.2277192583117656,0.0245180823808952,0.041206550425627694,0.11758942438532782,0.0,0.012792042981336625,0.5084351420843112,0.0,0.001005037815259212,0.0,0.006030226891555273,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27369082313199083,0.0,0.0,0.0,1.0400000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004082482904638631,0.0,0.3887491812543481,0.0,0.06350852961085884,0.04618802153517007,0.0
0.0,0.0,0.0,0.5753107197353653,0.004264014327112209,0.7122365541664575,0.0,0.0006741998624632421,0.0,0.0,0.0,0.0,0.05539117094069973,0.024545454545454547,0.0,5.816363636363637,0.026650089544451305,0.0,0.8357468081139928,0.018090680674665818,0.0,0.0,0.2792929384258497,1.3747818644516574,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0027386127875258298,0.014999999999999998,0.0,0.0,0.0007905694150420947,0.0,0.0,0.0,0.007499999999999999,0.09526279441628827,0.018122060890226884,0.0,0.026650089544451305,6.304999999999999,0.005773502691896258,0.009999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070710678118654745,0.0
0.0,0.0,0.0,0.0,0.030310889132455356,0.0,0.0,0.0,0.0,0.0,0.0,0.38682468035704926,0.003333333333333334,0.2277192583117656,0.0,0.0,0.005773502691896258,3.8233333333333346,0.0,0.0,0.5041866387228708,0.0,0.014433756729740644,0.003396831102433788,0.07892800282301353,0.1564951780111475,0.032659863237109045,0.032659863237109045,0.0
0.007717436331412897,0.0,0.0,0.0,1.9612499999999995,0.0,0.0,0.6198064213930023,0.10198039027185568,0.0,0.0,0.042499999999999996,0.0,0.0245180823808952,0.0,0.8357468081139929,0.009999999999999998,0.0,4.257499999999999,0.0,0.0,0.0,0.012499999999999999,0.0,0.0,0.0,0.0,0.0,0.0
3.7237302963911656,0.0,0.0,0.0034426518632954812,0.001178511301977579,0.3710405787930899,0.05659164584181102,0.0014907119849998597,0.0,0.0,0.0,0.0,0.0,0.041206550425627694,0.0,0.018090680674665818,0.0,0.0,0.0,6.5844444444444425,0.0,0.0,0.0,0.7885987789668675,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11758942438532782,0.0,0.0,0.0,0.5041866387228708,0.0,0.0,2.5349999999999997,0.0,0.0,0.22604032996178086,0.0,0.009999999999999998,0.0,0.145,0.0
