1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
175.00000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,170.99999999999955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2622975409720798,0.0,0.0,0.0,0.0,0.0,0.0,1.0368220676663846,0.0,0.0,0.0,0.0
0.0,0.0,17.726666666666667,0.0,0.004364357804719848,0.03223963305302868,0.03709704134011871,0.015925551431765154,0.0,0.011547005383792514,0.0,0.0,0.006943650748294136,0.0,0.0,0.0,0.0,0.0,0.0134138724009555,0.0,0.0,0.0,0.1465881824639873,0.016459023995956473,0.0027602622373694174,0.04011887099014389,0.0005832118435198044,0.0,0.0
0.0,0.0,0.0,3.7799999999999994,0.052915026221291815,0.13789229751616192,0.0,0.02127898096845572,0.38062832537519076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4665455036533008,0.0,0.0,0.0,2.273502297868357,0.20796977802418445,0.0,0.0,0.0,0.0
0.0,0.0,0.004364357804719848,0.052915026221291815,0.0,0.0,0.005,0.07715033320111767,1.8542947691532465,0.0,0.0,0.0,0.0,0.0,0.1697749375254331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5868986283848345,0.0,0.0,0.36882051383914566,0.0,0.0
0.0,0.0,0.03223963305302868,0.13789229751616192,0.0,4.601818181818182,0.066332495807108,0.3633854865809964,0.0009090909090909092,0.003418817293789138,0.012792042981336627,0.0,0.026650089544451305,0.057445626465380296,0.0,0.0,0.0,0.0015075567228888182,0.30137778854549224,0.007627700713964739,0.0,0.0,0.778182614697978,1.278493629079144,0.08962548338908569,0.0,0.0,0.0,0.0030151134457776364
0.0,0.0,0.0370970413401187,0.0,0.005,0.066332495807108,2.84,0.0,0.0,0.17008401285415226,0.0,0.0,0.021213203435596427,0.0,0.006063390625908325,0.0,0.0,0.0,0.008017837257372732,0.0,0.0,0.0,3.275672163846681,0.0,0.0158113883008419,0.0,0.0,0.0,0.0
0.0,0.0,0.015925551431765154,0.021278980968455718,0.07715033320111767,0.3633854865809964,0.0,13.230434782608699,0.0025147784538477264,0.690384715865452,0.0,0.0,0.0,0.015650160901149998,0.0,0.0,0.0,0.0,0.0,0.0006593804733957871,0.0,0.04900088730341257,0.0,1.0055541409763988,0.007912565680749445,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.38062832537519076,1.8542947691532463,0.0009090909090909092,0.0,0.002514778453847726,7.045454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45198551867389414,0.0,0.0,5.237849266164972,0.0,0.0
0.0,0.0,0.011547005383792514,0.0,0.0,0.003418817293789138,0.17008401285415226,0.690384715865452,0.0,2.708571428571428,0.0,0.0,0.026726124191242435,0.0,0.0,0.0,0.0,0.01889822365046136,0.0,0.0,0.0,0.44788790051593425,0.07349684152591669,0.015144803708370716,0.6179331910258814,0.38084726972520466,0.0,0.0,0.0
