1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
182.25135135135162,0.0,0.004332293707583637,0.0,0.0,0.0,0.0,0.0,0.0,0.008104053040033468,0.00848952719956018,0.04055026910298283,0.006616931598844269,0.012996881122750907,0.0,0.0,0.0,0.0730424719098601,0.0,0.0,0.02963288895987207
0.0,164.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.004332293707583637,0.0,13.44111111111111,0.0,0.033783990656690605,0.007029594915666376,0.4761185659989421,0.0,0.3011843904272548,0.0,0.0,0.0,0.012963624321753374,0.0,0.0,0.0,0.0,0.015000000000000001,0.6749159069702547,10.279444444444447,0.018333333333333337
0.0,0.0,0.0,21.97357142857143,0.0,0.0,0.0,0.0,1.6167133492278185,0.024688535993934706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006681531047810609,0.0,0.001781741612749496,0.0
0.0,0.0,0.033783990656690605,0.0,7.155555555555555,0.0015294382258037448,0.17833333333333337,0.0,0.05443310539518176,0.0,0.0,0.0,0.0,0.0,0.0,0.009486832980505138,3.464814513581725,0.0,0.0,0.0172848324290045,0.0
0.0,0.0,0.007029594915666377,0.0,0.001529438225803745,17.696842105263155,0.024662191391085386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005923488777590923,0.0021629522817435006,0.0
0.0,0.0,0.4761185659989422,0.0,0.17833333333333334,0.02466219139108539,9.673750000000002,0.03623922253581055,0.0,0.0010206207261596577,0.0,0.0,0.00125,0.0017677669529663686,0.0,0.7020256405573803,0.0,0.10076271631908301,0.08391463916782736,0.015909902576697322,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.03623922253581056,6.982499999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04666666666666667,0.0
0.0,0.0,0.30118439042725487,1.616713349227818,0.05443310539518174,0.0,0.0,0.0,18.927500000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008512565307587487,0.0,0.00474341649025257,3.217765500283514,0.0
0.008104053040033468,0.0,0.0,0.024688535993934706,0.0,0.0,0.0010206207261596577,0.0,0.0,3.8833333333333346,0.0,0.26558112382722787,0.0,0.0,0.0,0.0,0.0,0.33053302911106075,0.0,0.0,0.06350852961085884
0.00848952719956018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7600000000000002,0.0,0.16165807537309523,0.0,0.16148123877463438,0.0,0.0,0.26944387170614964,0.0,0.0,0.0
0.04055026910298283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26558112382722787,0.0,0.9999999999999998,0.021213203435596423,0.039999999999999994,0.0,0.0,0.0,0.9099999999999997,0.0,0.0,0.4799999999999999
0.00661693159884427,0.0,0.012963624321753372,0.0,0.0,0.0,0.00125,0.0,0.0,0.0,0.16165807537309523,0.021213203435596423,1.915,0.07778174593052023,0.0,0.0,0.0,0.41365746699413025,1.222571742952808,0.06835365551469962,0.0
0.012996881122750907,0.0,0.0,0.0,0.0,0.0,0.0017677669529663686,0.0,0.0,0.0,0.0,0.039999999999999994,0.07778174593052022,0.9799999999999998,0.0,0.0,0.0,0.27249999999999996,0.0,0.0,0.24999999999999994
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16148123877463438,0.0,0.0,0.0,5.857142857142856,0.0,0.0,0.0026726124191242435,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.009486832980505138,0.0,0.7020256405573803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.812000000000001,0.003956282840374722,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.4648145135817248,0.0,0.0,0.0,0.0008512565307587488,0.0,0.0,0.0,0.0,0.0,0.0,0.003956282840374722,19.79826086956522,0.0,0.0,0.0,0.0
0.0730424719098601,0.0,0.015000000000000001,0.0006681531047810609,0.0,0.0,0.100762716319083,0.0,0.0,0.33053302911106075,0.26944387170614964,0.9099999999999998,0.4136574669941303,0.27249999999999996,0.0026726124191242435,0.0,0.0,3.0149999999999997,0.0,0.0033333333333333335,0.4649999999999999
0.0,0.0,0.6749159069702546,0.0,0.0,0.0005923488777590922,0.08391463916782735,0.0,0.00474341649025257,0.0,0.0,0.0,1.222571742952808,0.0,0.0,0.0,0.0,0.0,12.33733333333333,0.7357739689152731,0.0
0.0,0.0,10.279444444444445,0.001781741612749496,0.017284832429004495,0.0021629522817435006,0.015909902576697322,0.04666666666666666,3.217765500283515,0.0,0.0,0.0,0.06835365551469963,0.0,0.0,0.0,0.0,0.0033333333333333335,0.7357739689152731,11.20777777777778,0.0
0.029632888959872067,0.0,0.018333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.06350852961085883,0.0,0.4799999999999999,0.0,0.24999999999999994,0.0,0.0,0.0,0.4649999999999999,0.0,0.0,0.9599999999999999
