1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
176.3278212290504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01109884487421549,0.0,0.018987401488092536,0.255948543312173,0.0291499686173255,0.0021140656903267598,0.0,0.01796955836777746,0.020083624058104217
0.0,169.00000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09856107606091623,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.726956521739135,0.08001976040538968,0.0,0.003043478260869566,0.0,0.0,0.0,0.0,0.0,0.0,0.003405026123034995,1.0215579095968306,0.0013187609467915742,0.0,0.0,0.0,0.18441783505994955,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.08001976040538968,18.127272727272725,0.0,0.002222771122371935,0.0,0.03768891807222045,0.0,0.0,0.009045340337332907,0.018203396286507537,0.025241260113576188,3.0720179662604075,0.0,0.0,0.060425488574123144,0.0,0.2780089225887562,0.0,0.0,0.0037310125362231823,0.0,0.0015075567228888178
0.0,0.0,0.0,0.0,17.852999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1824023460397948,0.0,0.0
0.0,0.0,0.003043478260869566,0.002222771122371935,0.0,21.19913043478261,0.0,0.0007372097807744857,0.0,0.0,0.0,0.0046156633137705095,0.0,0.0,0.02571583846243569,0.0,0.011316503042314768,0.0,0.0,0.0,0.0,0.0031277162108561216,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,16.640000000000004,0.05666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.03768891807222043,0.0,0.0007372097807744856,0.056666666666666664,5.727499999999998,0.0,0.0,0.08124999999999998,2.4563206732835186,0.0,0.0,0.1408722825824867,0.0,0.0,0.0,0.0,0.0,0.0,0.0008838834764831843,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051639777949432246,0.050709255283710994,0.0447213595499958,0.0,0.0,0.0,0.5059644256269407
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.657142857142857,0.0,0.0,0.0,0.0,0.0,0.39287402561126383,0.0,0.0,0.13428571428571426,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.009045340337332905,0.0,0.0,0.0,0.08124999999999999,0.0,0.0,6.827499999999999,0.0,0.0,0.00857492925712544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.018203396286507537,0.0,0.0046156633137705095,0.0,2.456320673283519,0.0,0.0,0.0,7.4479999999999995,0.0025819888974716117,0.0,0.37600000000000006,0.0,0.022883102141894214,0.0,0.022709343577353477,0.006324555320336759,0.05813776741499453,0.005533985905294664,0.0,0.0
0.0,0.0,0.0034050261230349948,0.02524126011357619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025819888974716117,3.4433333333333342,0.021783245945486838,0.0,0.0,0.0,0.0,0.35952680541167414,0.11839200423452029,0.09814954576223638,0.0,0.011547005383792516,0.025980762113533163
0.0,0.0,1.0215579095968308,3.0720179662604084,0.0,0.0,0.0,0.0,0.0,0.0,0.008574929257125441,0.0,0.02178324594548684,7.067058823529412,0.0,0.0,0.3736802087289638,0.0,0.16958922195021905,0.0,0.0,4.966523261681508,0.0,0.0
0.0,0.0,0.0013187609467915742,0.0,0.0,0.025715838462435695,0.0,0.14087228258248677,0.0,0.0,0.0,0.376,0.0,0.0,7.436000000000001,0.0,0.011441551070947109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.011098844874215488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39287402561126383,0.0,0.0,0.0,0.0,0.0,0.9899999999999998,0.0,0.016329931618554522,0.4623619485084941,0.2333452377915607,0.0,0.0,0.15999999999999998,0.03999999999999999
0.0,0.0,0.0,0.060425488574123144,0.0,0.011316503042314767,0.0,0.0,0.0,0.0,0.0,0.022883102141894214,0.0,0.3736802087289638,0.01144155107094711,0.0,9.5,0.0,0.0,0.0,0.0,0.003768891807222045,0.0,0.0
0.01898740148809254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05163977794943223,0.0,0.0,0.0,0.0,0.0,0.0,0.016329931618554522,0.0,0.9466666666666669,0.9077864233817283,0.4676537180435969,0.008164965809277261,0.0,0.13880441875771346,0.8124140980230874
0.25594854331217265,0.09856107606091612,0.18441783505994955,0.27800892258875615,0.0,0.0,0.0,0.0,0.050709255283710994,0.13428571428571426,0.0,0.02270934357735348,0.3595268054116742,0.1695892219502191,0.0,0.46236194850849416,0.0,0.9077864233817283,1.831428571428571,1.3417738791827565,0.219154218368188,0.0,0.614700856398576,0.8605811989580064
0.0291499686173255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0447213595499958,0.0,0.0,0.006324555320336759,0.11839200423452029,0.0,0.0,0.2333452377915607,0.0,0.4676537180435969,1.3417738791827567,0.0,0.1414213562373095,0.0,0.42426406871192845,0.5374011537017761
0.0021140656903267598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05813776741499453,0.09814954576223639,0.0,0.0,0.0,0.0,0.008164965809277261,0.21915421836818796,0.1414213562373095,0.9999999999999998,0.0,0.0,0.029999999999999995
0.0,0.0,0.0,0.0037310125362231823,2.1824023460397957,0.0031277162108561216,0.0,0.0008838834764831843,0.0,0.0,0.0,0.005533985905294665,0.0,4.966523261681509,0.0,0.0,0.0037688918072220456,0.0,0.0,0.0,0.0,10.17625,0.0,0.0
0.01796955836777746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011547005383792516,0.0,0.0,0.15999999999999998,0.0,0.13880441875771343,0.614700856398576,0.42426406871192845,0.0,0.0,0.9999999999999998,0.14999999999999997
0.020083624058104214,0.0,0.0,0.0015075567228888178,0.0,0.0,0.0,0.0,0.5059644256269406,0.0,0.0,0.0,0.02598076211353316,0.0,0.0,0.039999999999999994,0.0,0.8124140980230875,0.8605811989580064,0.5374011537017761,0.029999999999999995,0.0,0.14999999999999997,0.6099999999999999
