1,2,3,4,5,6,7,8,9,10,11,12
181.45695652173853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.338723514944271,0.0,0.0
0.0,69.64691358024687,0.0,0.0,0.0,0.0,0.0,4.41294520264551,0.0,0.0,0.0,0.0
0.0,0.0,167.8814201183429,0.0,0.0,0.0,0.0,0.0,0.0010878565864408424,0.001376041832307563,0.006217618283580587,0.0
0.0,0.0,0.0,31.980606060606053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.177843434210207
0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,19.905454545454536,0.0,0.31306222152386015,0.0,0.0,0.0,0.19028402102648728
0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
0.0,4.412945202645509,0.0,0.0,0.0,0.3130622215238602,0.0,23.406428571428563,0.0,0.0,0.0,2.489204446306129
0.0,0.0,0.0010878565864408424,0.0,0.0,0.0,0.0,0.0,6.947499999999999,0.03320391543176798,0.30822745930021667,0.0
4.3387235149442755,0.0,0.001376041832307563,0.0,0.0,0.0,0.0,0.0,0.03320391543176798,2.256,0.511233801699379,0.0
0.0,0.0,0.006217618283580586,0.0,0.0,0.0,0.0,0.0,0.30822745930021667,0.511233801699379,1.4400000000000004,0.0
0.0,0.0,0.0,16.17784343421021,0.0,0.1902840210264873,0.0,2.489204446306129,0.0,0.0,0.0,14.336190476190477
