1,2,3,4,5,6,7,8,9,10,11,12
165.99999999999963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.234917358402742,0.0
0.0,180.99999999999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.638058257286723,0.0,4.343933701151526
0.0,0.0,70.10756097560974,0.0,0.0,0.0,0.0,0.0,3.2997971530055406,0.0,0.0,0.0
0.0,0.0,0.0,42.626666666666665,0.015583874449479592,0.0,0.0,0.0,0.6684809594662218,0.0,0.0,0.0
0.0,0.0,0.0,0.015583874449479595,19.86666666666667,0.0,0.0,0.0,0.4115274458765509,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.999999999999998,0.0,0.0,1.24214196719484,0.023664319132398463
0.0,0.0,3.2997971530055414,0.6684809594662217,0.4115274458765507,0.0,0.0,0.0,24.50774193548387,0.0,0.0,0.0
0.0,11.638058257286728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.17708754896942924
10.234917358402706,0.0,0.0,0.0,0.0,0.0,0.0,1.24214196719484,0.0,0.0,1.1966666666666672,0.3815800483952657
0.0,4.343933701151526,0.0,0.0,0.0,0.0,0.0,0.023664319132398467,0.0,0.17708754896942924,0.3815800483952658,2.256
