1,2,3,4,5,6,7,8,9,10,11,12
19.905454545454536,0.0,0.0,0.20464009668185865,0.007567874686642695,0.0,0.0,0.0,0.0,0.0,0.23363636363636356,0.0
0.0,181.45695652173853,0.0,0.0,0.0,0.0,0.0,0.0,4.338723514944271,0.0,0.0,0.0
0.0,0.0,167.8814201183429,0.0,0.0,0.0,0.0,0.0,0.001376041832307563,0.0010878565864408424,0.0,0.006217618283580587
0.20464009668185865,0.0,0.0,26.919130434782602,0.0,0.0,18.68653049057962,0.0,0.0,0.0,2.9985589589066817,0.0
0.007567874686642695,0.0,0.0,0.0,33.37371428571428,0.0,0.0,0.0,0.0,0.0,14.331392406590792,0.0
0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,18.686530490579628,0.0,0.0,56.759000000000015,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0
0.0,4.3387235149442755,0.001376041832307563,0.0,0.0,0.0,0.0,0.0,2.256,0.03320391543176798,0.0,0.511233801699379
0.0,0.0,0.0010878565864408424,0.0,0.0,0.0,0.0,0.0,0.03320391543176798,6.947499999999999,0.0,0.30822745930021667
0.23363636363636361,0.0,0.0,2.998558958906682,14.331392406590794,0.0,0.0,0.0,0.0,0.0,12.93363636363636,0.0
0.0,0.0,0.006217618283580586,0.0,0.0,0.0,0.0,0.0,0.511233801699379,0.30822745930021667,0.0,1.4400000000000004
