1,2,3,4,5,6,7,8,9,10,11,12
9.687058823529414,0.0,0.0,0.0,0.0,0.23320654818775366,3.4111394358248357,0.0,11.896010459517143,0.0,0.0,0.0
0.0,167.8814201183429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003846153846153847,0.0010878565864408424,0.00435142634576337
0.0,0.0,180.93161290322593,0.0,0.0,0.0,0.0,0.0,0.0,0.09018797573813228,0.0005184758473652126,0.0
0.0,0.0,0.0,56.759000000000015,0.0,0.0,18.686530490579628,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2332065481877536,0.0,0.0,0.0,0.0,19.905454545454536,0.20464009668185865,0.0,0.02831639422345617,0.0,0.0,0.0
3.411139435824836,0.0,0.0,18.68653049057962,0.0,0.20464009668185865,26.919130434782602,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0
11.89601045951714,0.0,0.0,0.0,0.0,0.028316394223456165,0.0,0.0,36.57200000000001,0.0,0.0,0.0
0.0,0.0038461538461538464,0.09018797573813228,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.06717514421272201,0.6222539674441617
0.0,0.0010878565864408424,0.0005184758473652126,0.0,0.0,0.0,0.0,0.0,0.0,0.06717514421272201,6.947499999999999,0.32999999999999996
0.0,0.00435142634576337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6222539674441617,0.3299999999999999,0.9999999999999998
