1,2,3,4,5,6,7,8,9,10,11,12
167.8814201183429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010878565864408424,0.0,0.006217618283580587,0.001376041832307563
0.0,181.45695652173853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.338723514944271
0.0,0.0,45.00000000000003,0.0,0.0,0.0,0.0,0.0,0.0,26.885431519691103,0.0,0.0
0.0,0.0,0.0,42.25399999999999,0.013578694796664091,0.0,0.0,1.796,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.013578694796664088,19.86666666666667,0.0,0.0,0.5436621363664373,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.796000000000001,0.5436621363664373,0.0,0.0,11.964444444444446,0.0,7.9769999999999985,0.0,0.0
0.0010878565864408424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.947499999999999,0.0,0.30822745930021667,0.03320391543176798
0.0,0.0,26.885431519691107,0.0,0.0,0.0,0.0,7.977,0.0,30.10439999999999,0.0,0.0
0.006217618283580586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30822745930021667,0.0,1.4400000000000004,0.511233801699379
0.001376041832307563,4.3387235149442755,0.0,0.0,0.0,0.0,0.0,0.0,0.03320391543176798,0.0,0.511233801699379,2.256
