1,2,3,4,5,6,7,8,9,10,11,12,13
63.405609756097604,0.0,0.0,0.00015463506661142745,5.876641813211586,0.0026507948099153394,0.0,0.0,0.0,0.0,0.0,0.07348607522539573,0.0
0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3629380029920675,0.8566601815578128,0.3709447398198278
0.0,0.0,175.00000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10832051206181284,0.0
0.00015463506661142745,0.0,0.0,36.818823529411766,0.9725417119096612,0.017722837609212085,0.0,0.0,0.0,0.0,0.0,0.03544304092945183,0.06733003292241384
5.876641813211586,0.0,0.0,0.9725417119096613,21.956774193548387,0.2927723829236034,0.0,0.0,0.0,0.0,0.0,0.02126383167809623,0.0
0.0026507948099153394,0.0,0.0,0.017722837609212085,0.29277238292360325,19.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.404999999999999,0.6149999999999999,0.24290773282599853,0.22372322931098,0.07999999999999999
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6149999999999999,0.9299999999999998,1.3553843243400254,1.073871500692704,0.4399999999999999
0.0,1.362938002992066,0.0,0.0,0.0,0.0,0.0,0.0,0.24290773282599856,1.3553843243400252,1.6933333333333338,1.0865874204233283,0.3837533930360313
0.07348607522539573,0.8566601815578155,0.10832051206181276,0.03544304092945183,0.02126383167809623,0.0,0.0,0.0,0.22372322931098002,1.073871500692704,1.0865874204233283,2.1466666666666674,0.6350852961085883
0.0,0.37094473981982795,0.0,0.06733003292241385,0.0,0.0,0.0,0.0,0.07999999999999999,0.4399999999999999,0.3837533930360313,0.6350852961085884,0.9999999999999998
