1,2,3,4,5,6,7,8,9,10,11,12,13
175.00000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10832051206181284,0.0
0.0,170.25017341040473,0.0,0.0,0.0,0.0,0.0,0.0,0.0005376033305704703,0.0,0.48482203794572043,0.9792660241477266,0.012902479933691287
0.0,0.0,29.468000000000014,0.0,0.0,0.1582747898147683,0.0,15.311661191775709,0.0,2.4811576481259308,0.0,0.0,0.05375872022286242
0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,32.74333333333333,0.014924050144892727,0.0,0.0,0.0,9.05886261143558,2.3773658781345626,0.0,0.0
0.0,0.0,0.15827478981476834,0.0,0.014924050144892727,19.419090909090908,0.0,0.00464058426867722,0.0,0.32428390007351576,0.0487417436675954,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,15.311661191775713,0.0,0.0,0.004640584268677219,0.0,55.09213114754103,0.0,0.0029373674772302334,0.0,0.0,0.12041254223654968
0.0,0.0005376033305704703,0.0,0.0,0.0,0.0,0.0,0.0,6.404999999999999,0.0,0.05484827557301445,0.6783865662978104,0.105
0.0,0.0,2.481157648125931,0.0,9.058862611435584,0.3242839000735157,0.0,0.002937367477230233,0.0,10.887368421052631,1.7326837514261337,0.0,0.0
0.0,0.4848220379457212,0.0,0.0,2.377365878134562,0.0487417436675954,0.0,0.0,0.05484827557301445,1.7326837514261335,1.5133333333333336,0.6300000000000002,0.4387862045841156
0.10832051206181276,0.9792660241477277,0.0,0.0,0.0,0.0,0.0,0.0,0.6783865662978105,0.0,0.6300000000000001,3.356666666666668,1.475129937779494
0.0,0.012902479933691287,0.05375872022286242,0.0,0.0,0.0,0.0,0.12041254223654967,0.105,0.0,0.43878620458411555,1.475129937779494,0.9699999999999999
