1,2,3,4,5,6,7,8,9,10,11,12,13
171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8346256645946143,0.3709447398198278,1.2115004471040567,0.0
0.0,175.00000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09380831519646861,0.0,0.0,0.0
0.0,0.0,9.301176470588235,0.0046381682852195865,8.012648859794034,0.4117612644914215,0.0,0.0,0.0,0.0,0.0,0.030806161848616224,3.133964501511149
0.0,0.0,0.004638168285219587,59.23657142857143,0.0,0.002869022920265156,0.0,0.0,0.0,0.06380914623200303,0.0,0.0,12.172805771766129
0.0,0.0,8.012648859794036,0.0,34.14439024390245,0.00920157538397846,0.0,0.0,0.0,0.005521576303742327,0.07509343773089565,0.03426344611736243,0.0
0.0,0.0,0.4117612644914213,0.002869022920265156,0.00920157538397846,19.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.404999999999999,0.6399999999999999,0.07999999999999999,0.016329931618554522,0.0
0.8346256645946143,0.09380831519646858,0.0,0.06380914623200301,0.005521576303742327,0.0,0.0,0.0,0.64,4.037499999999999,0.845,0.5409289848646186,0.01944543648263005
0.37094473981982756,0.0,0.0,0.0,0.07509343773089566,0.0,0.0,0.0,0.07999999999999999,0.8449999999999999,0.9999999999999998,0.26127890589687236,0.0
1.2115004471040598,0.0,0.030806161848616224,0.0,0.03426344611736244,0.0,0.0,0.0,0.01632993161855452,0.5409289848646185,0.26127890589687236,1.8400000000000007,0.0
0.0,0.0,3.133964501511149,12.17280577176614,0.0,0.0,0.0,0.0,0.0,0.019445436482630054,0.0,0.0,25.622777777777777
