1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
21.27259259259259,0.0,0.0,1.3515765355855136,0.0,0.0,0.0,0.0,0.0,1.4513226725990334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,173.7272727272726,0.0021143202340815365,0.0,0.0,0.0,0.0,0.0,0.0,0.01865506268111591,0.0,0.0,0.0,0.0,3.9711465264893624,0.0,0.00652791209833867,0.010660035817780522,0.12399654045760528,0.0,0.02771609312622935,0.022386075217339093
0.0,0.0021143202340815365,172.025632183908,0.0,0.0,0.0,0.0,0.0,0.0,0.013401406685472433,0.0,0.0,0.0,0.0,0.005689945423921311,0.0,0.009191450300180582,0.013937462952891331,0.0659545297913646,0.0,0.03377154484739053,0.004288450139351179
1.3515765355855136,0.0,0.0,19.730344827586205,0.06518144436613209,0.0,0.0,0.0,0.014948186373673194,0.0,0.05908789478687515,0.0,0.21819202235803598,2.2519255307534287,0.0,0.018025917091861163,0.0,0.0,0.0,0.0,0.042018058515111215,0.0
0.0,0.0,0.0,0.06518144436613207,7.034000000000002,0.0,0.011441551070947109,3.495052087009446,0.04949747468305833,0.0,0.0,0.0,0.0007905694150420948,0.0017928429140015903,0.0,0.20961686661438,0.0,0.004472135954999579,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,16.71555555555556,0.0,0.0,1.5811388300841898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.011441551070947109,0.0,8.814545454545456,0.008356716504931925,0.11865917579353061,0.0,0.0,0.0,0.0030151134457776364,0.001709408646894569,0.0,0.5301774343444955,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.495052087009447,0.0,0.008356716504931925,19.48272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.014948186373673194,0.04949747468305833,1.5811388300841898,0.1186591757935306,0.0,1.6800000000000002,0.0,0.0031622776601683794,0.0,0.26050191937872547,1.2744926161306032,0.0,2.8825672318532045,0.0,0.0,0.0,0.0,0.012649110640673518,0.0
1.4513226725990336,0.018655062681115914,0.013401406685472433,0.0,0.0,0.0,0.0,0.0,0.0,3.202499999999999,0.0,0.006681531047810609,0.0,0.0,0.03674234614174767,0.0,0.04694855340334425,0.09499999999999999,0.6116473657263635,0.0,0.19999999999999996,0.32499999999999996
0.0,0.0,0.0,0.059087894786875136,0.0,0.0,0.0,0.0,0.003162277660168379,0.0,6.8325,0.0,0.0035355339059327372,0.02271720556255607,0.0,0.03922322702763681,0.0,0.0,0.0,0.0,0.0,0.0
