1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
171.99999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3716370928116297
0.0,173.99999999999983,0.0,0.0,0.0,0.0,0.0,0.0,2.381176179958129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.439476704383963,0.0,0.0,0.0,0.04677071733467433
0.0,0.0,21.92896551724138,0.0,0.0,0.0059642005197922685,0.20097006124605074,2.0511928825391603,0.0,0.3549718519460116,0.0,0.0,1.0111111163740474,0.0,0.3751045831176448,0.0,0.0013130643285972255,0.005570860145311557,0.0,0.0,0.03377154484739054,0.12408457905243778
0.0,0.0,0.0,22.036428571428566,0.0,0.0,0.0,1.3507142857142855,0.00472455591261534,0.0,0.0,0.0,0.0,0.03380617018914066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006681531047810609
0.0,0.0,0.0,0.0,18.394,0.0,0.0,0.0,0.0,0.0,0.0,0.01131370849898476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.640479545980853,0.0
0.0,0.0,0.005964200519792269,0.0,0.0,17.38736842105263,0.029753372210469465,0.0,0.0,0.03596915212103588,0.0,0.0,0.0005735393346764044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001324532357065044,0.0
0.0,0.0,0.2009700612460507,0.0,0.0,0.02975337221046947,2.5559999999999996,0.0,0.0,3.830803618516142,0.0,1.0776307345282985,0.06820007331374359,0.0,0.06410061535499396,0.0,0.0031622776601683794,0.0,0.0,0.0,0.020655911179772894,0.0
0.0,0.0,2.05119288253916,1.3507142857142853,0.0,0.0,0.0,19.372857142857136,0.0,0.0,0.0,0.0,0.22819605057932088,0.0,0.9367219522745345,0.0,0.0,0.0028347335475692043,0.0,0.0,0.05946437508930792,0.019376440038650765
0.0,2.3811761799581292,0.0,0.00472455591261534,0.0,0.0,0.0,0.0,1.335,0.0,0.020207259421636908,0.0,0.0,0.49193495504995377,0.0,0.0,0.09192388155425117,0.0725,0.049497474683058325,0.0,0.0,0.9422197859310746
0.0,0.0,0.3549718519460116,0.0,0.0,0.03596915212103588,3.8308036185161414,0.0,0.0,7.883636363636364,0.0,0.0,0.05577959874688627,0.0,0.0,0.0030151134457776364,0.017056057308448835,0.004522670168666454,0.0,0.0,0.17059610283658388,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020207259421636904,0.0,1.2933333333333337,0.0,0.0,0.0,0.0,0.0,0.016329931618554522,0.0028867513459481294,0.39191835884530846,1.3426342266852382,0.0,0.07144345083117604
0.0,0.0,0.0,0.0,0.01131370849898476,0.0,1.0776307345282985,0.0,0.0,0.0,0.0,8.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008215838362577492,0.0
0.0,0.0,1.0111111163740476,0.0,0.0,0.0005735393346764044,0.06820007331374359,0.22819605057932096,0.0,0.055779598746886275,0.0,0.0,12.3625,0.0,0.03333333333333333,0.00625,0.0,1.2674999999999998,0.0,0.0,0.0007216878364870324,0.024748737341529162
0.0,0.0,0.0,0.033806170189140665,0.0,0.0,0.0,0.0,0.49193495504995377,0.0,0.0,0.0,0.0,3.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06324555320336758
0.0,0.0,0.3751045831176448,0.0,0.0,0.0,0.06410061535499396,0.9367219522745345,0.0,0.0,0.0,0.0,0.033333333333333326,0.0,6.2733333333333325,0.0,0.0,0.0,0.0,0.0,0.0019245008972987527,0.003535533905932737
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030151134457776364,0.0,0.0,0.00625,0.0,0.0,2.805,0.0,0.0125,0.0,0.0,0.0,0.0070710678118654745
0.0,0.0,0.0013130643285972255,0.0,0.0,0.0,0.003162277660168379,0.0,0.09192388155425117,0.017056057308448832,0.016329931618554522,0.0,0.0,0.0,0.0,0.0,0.9899999999999998,0.028284271247461905,0.05999999999999999,0.031622776601683784,0.004082482904638631,0.5299999999999999
0.0,3.4394767043839627,0.005570860145311557,0.0,0.0,0.0,0.0,0.0028347335475692043,0.0725,0.004522670168666454,0.0028867513459481294,0.0,1.2675,0.0,0.0,0.0125,0.028284271247461898,1.75,0.0070710678118654745,0.0,0.0,0.17677669529663687
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049497474683058325,0.0,0.3919183588453085,0.0,0.0,0.0,0.0,0.0,0.05999999999999999,0.0070710678118654745,0.9999999999999998,0.31622776601683794,0.0,0.18999999999999995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.342634226685238,0.0,0.0,0.0,0.0,0.0,0.0316227766016838,0.0,0.31622776601683794,3.9999999999999996,0.0,0.023717082451262847
0.0,0.0,0.03377154484739054,0.0,4.640479545980854,0.001324532357065044,0.020655911179772894,0.05946437508930793,0.0,0.17059610283658388,0.0,0.008215838362577494,0.0007216878364870324,0.0,0.0019245008972987529,0.0,0.004082482904638631,0.0,0.0,0.0,7.581666666666668,0.0
2.3716370928116324,0.04677071733467429,0.1240845790524378,0.0006681531047810609,0.0,0.0,0.0,0.019376440038650765,0.9422197859310745,0.0,0.07144345083117604,0.0,0.024748737341529166,0.06324555320336757,0.0035355339059327372,0.0070710678118654745,0.5299999999999999,0.17677669529663687,0.18999999999999995,0.02371708245126284,0.0,3.8249999999999997
