1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
17.134736842105255,0.0,0.0,0.0008111071056538126,0.0,0.0,0.01950033737899775,0.0,0.0,0.0,0.0,0.0,0.014216373066218214,0.0,0.0,0.08971615157958467,0.0,0.0010526315789473684,0.0,0.0,0.0,0.0,0.0
0.0,177.9999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042308391602612364,0.0,0.0
0.0,0.0,168.26435294117658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01979490427595237,0.0,0.0005423261445466404,0.0,0.0,0.0,0.0,0.0,0.0,0.0019402850002906637,0.0,0.0010846522890932807
0.0008111071056538126,0.0,0.0,4.512499999999999,1.168847509301363,0.06681531047810609,0.019445436482630057,3.9293281315280084,0.0,0.0,0.0,0.0,0.054772255750516606,0.0,0.0,0.5844260827117884,0.0,0.030822070014844875,0.0,0.0,0.0,0.024748737341529162,0.0
0.0,0.0,0.0,1.1688475093013628,15.406400000000001,1.104412190132962,0.0,0.0,0.08061017305526641,0.1600833116432399,0.0,0.0,0.5380864862330837,0.0,0.0,0.0,0.0,1.6572992614809383,0.0,0.0,0.0,0.17600000000000005,0.0
0.0,0.0,0.0,0.0668153104781061,1.104412190132962,22.88999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03803194146278324,0.0,0.0,0.0,0.0,0.0,0.0011952286093343937,0.0,0.0
0.01950033737899775,0.0,0.0,0.019445436482630054,0.0,0.0,2.76,0.0,0.010606601717798213,0.0,0.21029146440119723,0.0,0.19623115620784246,0.0,0.0,3.8135638490484496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.9293281315280084,0.0,0.0,0.0,19.233913043478264,0.0,0.0,0.02241893609545676,0.0,0.0,0.0,0.0,0.0786508307474087,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.08061017305526641,0.0,0.010606601717798212,0.0,6.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04542199791661351,0.0,0.0,0.0,0.014142135623730949,0.0
0.0,0.0,0.0,0.0,0.16008331164323988,0.0,0.0,0.0,0.0,12.723999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2242700359853917,0.0,0.0,0.0,0.002581988897471611,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.21029146440119723,0.02241893609545676,0.0,0.0,8.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.019794904275952374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.809999999999999,0.0,0.004999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.08944271909999157,0.0,0.009999999999999998
0.014216373066218214,0.0,0.0,0.05477225575051659,0.5380864862330837,0.0,0.19623115620784243,0.0,0.0,0.0,0.0,0.0,11.262666666666663,0.0,0.0,0.6674190626047515,0.0,4.868515426301979,0.0,0.0,0.0,0.2607808786446327,0.0
0.0,0.0,0.0005423261445466403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004999999999999999,0.0,0.8799999999999998,0.0,0.00196116135138184,0.8273149339882605,0.0,0.20999999999999994,0.0,0.16546903033498442,1.145512985522207,0.029999999999999995
0.0,0.0,0.0,0.0,0.0,0.038031941462783235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.2899137802864845,0.0,0.0
0.08971615157958467,0.0,0.0,0.5844260827117883,0.0,0.0,3.81356384904845,0.07865083074740868,0.0,0.0,0.0,0.0,0.6674190626047514,0.00196116135138184,0.0,8.760000000000002,0.015254255396193801,0.006362847629757778,0.08629109946080096,0.0,0.028942914637131965,0.0,0.00784464540552736
