1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
177.9999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0946044396421225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,168.26435294117658,0.0,0.0,0.0,0.0,0.0,0.0,0.020871757283488137,0.0,0.002300894966542111,0.0,0.0,0.0,0.0010846522890932807,0.0003834824944236852,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.215,0.16201980331634364,0.019500712237705012,0.0,0.0,1.3848067120106073,0.0,0.0,0.004472135954999579,0.0,3.1555962710852223,0.0,0.0,0.06931810730249346,0.0,0.19123657749350298,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.16201980331634364,7.243333333333334,0.001360827634879544,0.000662266178532522,0.5724581498531867,0.0,0.0,0.0,0.0,0.0,0.02227138282086731,0.0,0.0,0.004330127018922194,0.0,0.044747971489006666,6.617024374601781,0.0,0.0,0.0,0.01587713240271471
0.0,0.0,0.01950071223770501,0.0013608276348795437,13.75666666666667,0.0,0.0,0.0,0.0,0.0,0.06913932971601798,0.0,1.395783851599693,0.0,0.0,0.005892556509887897,0.0,0.2412673219375567,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.000662266178532522,0.0,17.134736842105255,0.08971615157958467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01594162282660911,0.0,0.0,0.0,0.0,0.01950033737899775
0.0,0.0,0.0,0.5724581498531865,0.0,0.08971615157958467,8.760000000000002,0.0,0.0,0.0,0.03235751144647169,0.0,0.0,0.0,0.00392232270276368,0.001386750490563073,0.0,0.6982568562947574,0.01111324765783043,0.01761409691855959,0.08629109946080096,0.0,3.81356384904845
0.0,0.0,1.384806712010608,0.0,0.0,0.0,0.0,22.825925925925926,0.0,0.0,0.0,0.0,0.05016077211907051,0.0,0.0,0.0,0.036926687461964154,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.020871757283488137,0.0,0.0,0.0,0.0,0.0,0.0,4.97142857142857,0.0,0.01259881576697424,0.0,0.0,0.0,0.49176068511886073,0.003779644730092272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025342103744997624,0.0,0.0,0.0,0.21029146440119723
0.0,0.002300894966542111,0.004472135954999579,0.0,0.06913932971601798,0.0,0.0323575114464717,0.0,0.01259881576697424,0.0,4.217777777777777,0.0,0.25299748905591735,0.4101219330881975,0.4431202495435697,0.14833333333333332,0.3320419429106087,0.08374185579922631,0.0,0.24633611485424037,0.3488393453853634,1.3010764773832473,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.61,0.12532566273166257,0.0,0.0,0.0070710678118654745,0.0,0.0,0.0,0.0,0.0,0.0,0.010606601717798212
0.0,0.0,3.1555962710852214,0.022271382820867304,1.3957838515996932,0.0,0.0,0.05016077211907051,0.0,0.0,0.25299748905591735,0.12532566273166257,10.226086956521739,0.0,0.0,0.15742838261309144,0.0,5.220582295405905,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4101219330881975,0.0,0.0,0.9999999999999998,0.039999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.05999999999999999,0.0
0.0946044396421227,0.0010846522890932805,0.0,0.0,0.0,0.0,0.00392232270276368,0.0,0.4917606851188608,0.0,0.4431202495435697,0.0,0.0,0.039999999999999994,0.6999999999999998,0.021213203435596423,0.02886751345948129,0.0,0.0,0.032659863237109045,0.039999999999999994,0.10999999999999997,0.0
0.0,0.0003834824944236852,0.06931810730249348,0.004330127018922194,0.005892556509887897,0.0,0.001386750490563073,0.0,0.003779644730092272,0.0,0.14833333333333334,0.0070710678118654745,0.15742838261309147,0.0,0.021213203435596423,1.845,0.0,0.12026755886059098,0.0,1.3048116083685544,0.14849242404917498,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036926687461964154,0.0,0.0,0.3320419429106086,0.0,0.0,0.0,0.028867513459481294,0.0,3.9500000000000006,0.0,0.0,0.002357022603955159,0.0,0.26558112382722787,0.0
