1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1.466666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028867513459481294,0.0,0.0,0.09295160030897802,0.0,1.0302135700911732,0.0,0.02449489742783178,0.0,0.0012598815766974244,0.023570226039551594,0.07348469228349536,0.0,0.008164965809277261,0.04898979485566356,0.016499158227686113,0.0,0.0,0.506143735989572,0.0
0.0,174.31163841807896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,169.15157894736805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,8.922857142857142,0.0,0.0,0.0,0.0016116459280507607,0.0,0.0019446111706564934,0.009354143466934854,0.0032732683535398864,1.6988906277566445,0.0,0.2351898928829335,0.0,0.17091769113481828,0.0,1.3446262604232377,0.86490316393987,0.0,0.020788046015507496,0.0,0.0,0.0,0.0,0.0,0.7166908080097821,0.0,0.0
0.0,0.0,0.0,0.0,15.931764705882355,0.0,0.0,0.002193817272381392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009901475429766745,0.0,0.1326849430705951,0.0,0.0
0.0,0.0,0.0,0.0,0.0,5.699999999999998,0.0,0.0,0.0,0.0042874646285627205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008660254037844387,0.0,0.0,0.0,0.0,0.28001488055696855,0.0,0.0,0.0,0.3796709101313926
0.0,0.0,0.0,0.0,0.0,0.0,14.612500000000002,0.0037688918072220456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8824863972717276,0.0,0.0
0.0,0.0,0.0,0.0016116459280507607,0.002193817272381392,0.0,0.0037688918072220456,4.6854545454545455,0.07609802291064527,0.0,0.1598010126262147,0.0012309149097933275,0.0,0.0,0.0030151134457776364,0.0,0.0,0.0,0.7701788912165308,0.0934291406842872,0.0,0.04264014327112209,2.1565629219579097,0.0,0.0,0.0,0.0,0.0009534625892455924,0.0,0.081816498299178
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07609802291064527,11.92923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002631174057921088,0.0,0.0
0.0,0.0,0.0,0.0019446111706564934,0.0,0.0042874646285627205,0.0,0.0,0.0,15.498823529411762,0.43292609068985444,0.0,0.0,0.0,0.00242535625036333,0.0,0.001084652289093281,0.0,0.0,0.0005292561240249632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35147030109103045
0.0028867513459481294,0.0,0.0,0.009354143466934854,0.0,0.0,0.0,0.1598010126262147,0.0,0.43292609068985444,1.5150000000000001,0.0,0.015,0.0,0.135,0.0,0.0,0.0,0.03466876226407683,0.3938832918759662,0.01837117307087384,0.017677669529663688,0.7756717518813399,0.0,0.0070710678118654745,0.07552593373581466,0.0,0.0,0.049999999999999996,0.0
0.0,0.0,0.0,0.0032732683535398864,0.0,0.0,0.0,0.0012309149097933275,0.0,0.0,0.0,4.766666666666668,0.021773242158072696,0.0,0.0,0.0,0.0,0.0,0.03510058805848248,0.0,0.038333333333333344,0.0,0.2233333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.15792051446499564
0.0,0.0,0.0,1.6988906277566445,0.0,0.0,0.0,0.0,0.0,0.0,0.014999999999999998,0.0217732421580727,4.608888888888888,0.0,0.003333333333333333,0.0,0.02236067977499789,0.0,0.724808256400966,0.021821789023599242,0.0013608276348795435,0.0,0.00408248290463863,0.0,0.002357022603955158,0.15377352274138842,1.7147339443773777,0.29936228516260655,0.006666666666666666,0.0
0.09295160030897802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6959999999999997,0.0,0.0,0.0,0.006324555320336759,0.0,0.0,0.0018257418583505541,0.12649110640673517,0.0,0.0,0.4775039266854252,0.0,0.0,0.0,1.4638791692698623,0.0
