1,2,3,4,5,6,7,8,9,10
165.99999999999963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,181.99999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,84.36037383177569,0.0,0.0,0.0,0.0,0.0,2.0425948651201087,0.0
0.0,0.0,0.0,41.9618604651163,0.0,0.0,0.0,0.0,9.473940822156264,1.8181969090282823
0.0,0.0,0.0,0.0,20.000000000000007,0.0,0.0,0.0,0.29621525663083176,0.0
0.0,0.0,0.0,0.0,0.0,2.0000000000000004,0.9859006035092995,0.0,0.0,0.030983866769659342
0.0,0.0,0.0,0.0,0.0,0.9859006035092992,6.145999999999999,0.0,0.0,0.31819805153394637
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
0.0,0.0,2.0425948651201082,9.473940822156266,0.2962152566308318,0.0,0.0,0.0,16.393913043478264,0.38978700984445114
0.0,0.0,0.0,1.8181969090282823,0.0,0.030983866769659342,0.3181980515339464,0.0,0.3897870098444511,3.008
