1,2,3,4,5,6,7,8,9,10
165.99999999999963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,181.99999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,62.000000000000085,0.0,0.0,0.0,32.29984520086745,0.0,0.0,0.0
0.0,0.0,0.0,41.9618604651163,0.0,0.0,0.0,0.0,1.8181969090282823,9.914822377054936
0.0,0.0,0.0,0.0,20.000000000000007,0.0,0.0,0.0,0.0,0.30999999999999994
0.0,0.0,0.0,0.0,0.0,6.02,0.0,0.0,0.29396232097642405,0.0
0.0,0.0,32.29984520086743,0.0,0.0,0.0,37.186086956521756,0.0,0.0,3.0247221695386424
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
0.0,0.0,0.0,1.8181969090282823,0.0,0.293962320976424,0.0,0.0,3.008,0.4079262304924869
0.0,0.0,0.0,9.914822377054932,0.31,0.0,3.0247221695386433,0.0,0.4079262304924869,15.433333333333334
