1,2,3,4,5,6,7,8,9,10
181.99999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,165.99999999999963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,12.933333333333335,12.18441225930948,0.28997844747498036,5.635625868196188,0.0,0.1387563812346421,0.0,0.0
0.0,0.0,12.184412259309473,81.18680412371133,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2899784474749804,0.0,20.000000000000007,0.0,0.0,0.0,0.0,0.0
0.0,0.0,5.6356258681961915,0.0,0.0,43.21230769230769,0.0,1.8183492090777962,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5.8625,0.292510683565575,1.2490996757665096,0.0
0.0,0.0,0.1387563812346421,0.0,0.0,1.8183492090777964,0.2925106835655751,3.008,0.10400000000000001,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.2490996757665098,0.104,3.112,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
