1,2,3,4,5,6,7,8,9,10
37.046122448979574,0.0,0.0,1.304329986859259,0.16142339952639076,31.29545836516403,0.0,0.0,0.0,0.0
0.0,181.99999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,165.99999999999963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3043299868592588,0.0,0.0,44.195409836065586,0.27570530066847,0.0,0.0,0.0,0.0,0.09218833182453277
0.16142339952639073,0.0,0.0,0.2757053006684701,19.682727272727274,0.0,0.0,0.0,0.0,0.0
31.295458365164,0.0,0.0,0.0,0.0,62.000000000000085,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5.999999999999998,0.0,1.0175657226931338,0.41412558481697304
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0175657226931338,0.0,3.112,0.48000000000000004
0.0,0.0,0.0,0.09218833182453279,0.0,0.0,0.41412558481697304,0.0,0.48,3.104
