1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
175.00000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04195235392680608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,171.64208092485575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003533489653720239,0.0,0.00024042351841717252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,4.665000000000002,0.0,1.760916428075639,0.0006299407883487122,0.00960768922830523,0.0,0.0,0.014155521462623265,0.0,0.0,0.0,0.0,0.8052240149708119,0.9726895702124084,0.0,0.0,0.003061862178478973,4.2882319589002345,4.702394590094753,0.0,0.0,0.0,0.0
0.0,0.0,0.0,13.23733333333333,0.0,0.0,0.002864459496157731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32266666666666655,0.0,0.0,0.0,0.002864459496157731,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.7609164280756393,0.0,1.936,0.0039036002917941333,0.1934941859591652,0.0,0.2803886192015963,0.6922138397923,0.0,0.0,0.0,0.0,0.08789604249176572,0.14318286675902717,0.0,0.0,0.0,2.2561918221777018,1.549016277697374,0.0,0.0,0.0,0.0
0.0,0.0,0.0006299407883487122,0.0,0.003903600291794133,19.359047619047622,0.1452546078405126,0.02760262237369417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.00960768922830523,0.0028644594961577314,0.19349418595916526,0.14525460784051256,7.947692307692307,0.39204493463024215,0.07910017450573424,0.0,0.0,0.0,0.6205846233393757,0.0,0.010482848367219183,0.028644594961577313,0.0,0.0008770580193070294,0.0,0.002307692307692308,0.2001373154984974,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.02760262237369417,0.3920449346302421,7.534000000000001,0.0,0.0,0.0,0.0,0.08366600265340755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.2803886192015963,0.0,0.07910017450573424,0.0,16.716666666666672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.014155521462623263,0.0,0.6922138397923,0.0,0.0,0.0,0.0,18.510909090909088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6060952058888098,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.459619407771256,0.0,0.0,0.0,0.0,0.15811388300841897,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3168143377105221,0.0,0.0,0.3320391543176797
0.0,0.0,0.0,0.0,0.0,0.0,0.6205846233393756,0.08366600265340755,0.0,0.0,0.0,0.0,5.479999999999999,0.04394802124588286,0.2014285714285714,0.0,0.08728715609439697,0.08127554543473876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043948021245882866,2.624,0.0,0.2736640275958826,0.7461947913692957,0.04525483399593904,0.0,0.0,0.0,0.020655911179772894,0.0,0.0,0.060083275543199206
0.0,0.0,0.8052240149708122,0.0,0.08789604249176572,0.0,0.010482848367219183,0.0,0.0,0.0,0.0,0.0,0.2014285714285714,0.0,3.8828571428571426,0.1093008081702357,0.0,0.0011952286093343937,0.0,1.3722048512689908,0.0010101525445522107,0.0,0.0,4.1719479862529445,0.0
0.0,0.003533489653720239,0.9726895702124084,0.3226666666666666,0.14318286675902717,0.0,0.028644594961577303,0.0,0.0,0.0,0.0,0.0,0.0,0.27366402759588254,0.10930080817023569,8.362666666666666,0.13267336666498752,0.003265986323710904,0.01643167672515498,0.5098737903160762,0.8991554238230874,0.0014907119849998597,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08728715609439697,0.7461947913692957,0.0,0.13267336666498752,0.786666666666667,0.056597997608867176,0.0,0.0,0.0,0.013333333333333338,0.032659863237109045,0.0,0.0
