1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04242640687119285,0.0,0.9299999999999997,0.04499999999999999,17.062932287322656
0.0,164.99999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27331300737432884,0.0
0.0,0.0,27.610000000000007,0.0,0.0013801311186847085,0.0,0.0,0.0,11.615398871625958,0.0,1.802814494061993,0.0,0.0,0.0
0.0,0.0,0.0,31.346666666666675,0.0,0.0,0.0,0.0,0.0,0.0,6.615995392252253,0.0,0.0,0.0
0.0,0.0,0.0013801311186847087,0.0,19.37142857142858,0.0,0.0,0.0,0.006983799021553296,0.0,0.286301871989622,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.369999999999998,0.0,1.2232947314527272,0.0,0.0,1.0374999999999999,0.0
0.0,0.0,11.61539887162596,0.0,0.006983799021553296,0.0,0.0,0.0,55.024848484848484,0.0,0.009847319278346619,0.0,0.0,0.0
0.04242640687119285,0.0,0.0,0.0,0.0,0.0,0.0,1.2232947314527272,0.0,0.0,0.0,0.021213203435596423,0.6788225099390853,0.0
0.0,0.0,1.8028144940619932,6.615995392252252,0.2863018719896221,0.0,0.0,0.0,0.009847319278346619,0.0,13.512800000000004,0.0,0.0070710678118654745,0.0
0.9299999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021213203435596423,0.0,0.9899999999999998,0.04249999999999999,9.933547112776916
0.04499999999999999,0.2733130073743287,0.0,0.0,0.0,0.0,0.0,1.0374999999999999,0.0,0.6788225099390855,0.0070710678118654745,0.04249999999999999,1.7224999999999997,0.0
17.062932287322667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9335471127769,0.0,180.10582417582404
