1,2,3,4,5,6,7,8,9,10,11,12,13,14
31.346666666666675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012172106356755728,0.0,7.382505487483723,0.0,0.0,0.0
0.0,164.99999999999974,0.0,0.0,0.0,0.0,0.0,0.12884098726725118,0.0,0.0,0.0,0.0,0.0,0.22315913604421392
0.0,0.0,181.69749999999993,0.0,0.0,0.0,0.0,0.004423258684646914,0.0,0.0,0.0,0.0,9.976372140560738,0.0025537695922762463
0.0,0.0,0.0,59.36487804878045,0.009888513796308231,0.0,0.0,0.0,5.954095960832458,0.0,0.005926377579897537,0.0,0.0,0.0
0.0,0.0,0.0,0.009888513796308233,18.96090909090909,0.0,0.0,0.0,0.1394073727763908,0.0024618298195866546,0.33371190623595726,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.12884098726725146,0.004423258684646913,0.0,0.0,0.0,0.0,5.444444444444444,0.0,0.0808290376865476,0.0,0.12727922061357855,0.02121320343559642,1.8378983569203087
0.012172106356755726,0.0,0.0,5.954095960832459,0.13940737277639073,0.0,0.0,0.0,21.225714285714286,0.0,1.4587362436614193,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.002461829819586655,0.0,0.0,0.08082903768654762,0.0,1.9600000000000006,0.010327955589886447,0.12247448713915891,0.024494897427831785,0.06000000000000001
7.382505487483725,0.0,0.0,0.005926377579897537,0.3337119062359573,0.0,0.0,0.0,1.4587362436614195,0.010327955589886447,13.078,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12727922061357852,0.0,0.12247448713915893,0.0,0.9999999999999998,0.009999999999999998,0.2694438717061496
0.0,0.0,9.976372140560741,0.0,0.0,0.0,0.0,0.021213203435596423,0.0,0.024494897427831785,0.0,0.009999999999999998,0.9899999999999998,0.012247448713915891
0.0,0.22315913604421375,0.002553769592276246,0.0,0.0,0.0,0.0,1.837898356920309,0.0,0.06000000000000001,0.0,0.2694438717061496,0.012247448713915893,1.306666666666667
