1,2,3,4,5,6,7,8,9,10,11,12,13,14
59.36487804878045,0.0,0.0,0.0,0.009888513796308231,0.0,0.0,0.0,0.0,5.757042050457135,0.0,0.0,0.0,0.0
0.0,181.69749999999993,0.0,0.0,0.0,0.0,0.004000988020269484,0.0,0.0,0.0,0.0,9.976372140560738,0.0,0.004423258684646914
0.0,0.0,164.99999999999974,0.0,0.0,0.0,0.1165410579230263,0.0,0.0,0.0,0.0,0.0,0.0,0.3865229618017536
0.0,0.0,0.0,13.25578947368421,0.24260153007008115,0.0,0.0,0.0,0.007947194142390264,1.5304921808978553,0.0,0.0,8.186909570916754,0.0
0.009888513796308233,0.0,0.0,0.24260153007008112,18.96090909090909,0.0,0.0,0.0,0.0024618298195866546,0.21408720964441885,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.004000988020269484,0.11654105792302646,0.0,0.0,0.0,6.040000000000001,0.0,0.07311261550139311,0.0,0.19188064472004934,0.019188064472004936,0.0,0.8412166513719606
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.007947194142390264,0.002461829819586655,0.0,0.0731126155013931,0.0,1.9600000000000006,0.0021081851067789197,0.12247448713915891,0.024494897427831785,0.0,0.10392304845413264
5.757042050457136,0.0,0.0,1.530492180897855,0.21408720964441882,0.0,0.0,0.0,0.0021081851067789197,20.705999999999996,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.19188064472004937,0.0,0.12247448713915893,0.0,0.9999999999999998,0.009999999999999998,0.0,0.21213203435596423
0.0,9.97637214056075,0.0,0.0,0.0,0.0,0.019188064472004936,0.0,0.024494897427831785,0.0,0.009999999999999998,0.9899999999999998,0.0,0.021213203435596423
0.0,0.0,0.0,8.186909570916757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.923749999999995,0.0
0.0,0.004423258684646914,0.3865229618017539,0.0,0.0,0.0,0.8412166513719606,0.0,0.10392304845413264,0.0,0.21213203435596423,0.021213203435596423,0.0,0.0
