1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.9733333333333336,0.011430011430017147,0.0,0.0,0.0,0.0,0.0,0.0,1.8167048925641907,0.15000000000000005,0.23678400846904055,0.44631827208842845,0.0,0.9641749495466752
0.011430011430017147,181.81225806451621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025400025400038103,0.0010369516947304252,0.0,0.0,0.006599120175960899
0.0,0.0,25.922162162162163,0.029189189189189193,0.0017937400083354383,0.0,0.0,10.276262717740114,0.0,0.0,0.0,0.0,1.9181749490427442,0.0
0.0,0.0,0.02918918918918919,31.5718918918919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.442685733408038,0.0
0.0,0.0,0.0017937400083354383,0.0,19.37142857142858,0.0,0.0,0.006781326902444915,0.0,0.0,0.0,0.0,0.31960727389064464,0.0
0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,10.276262717740114,0.0,0.006781326902444915,0.0,0.0,56.42828571428573,0.0,0.0,0.0,0.0,0.010690449676496976,0.0
1.8167048925641904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.369999999999998,0.0,0.08999999999999998,0.0,0.0,0.8838834764831843
0.15000000000000005,0.0025400025400038107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9600000000000006,0.12247448713915891,0.0,0.012909944487358058,0.08660254037844388
0.23678400846904057,0.0010369516947304252,0.0,0.0,0.0,0.0,0.0,0.0,0.08999999999999998,0.12247448713915893,0.9999999999999998,0.0,0.0,0.18384776310850234
0.44631827208842784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.99999999999974,0.0,0.0
0.0,0.0,1.9181749490427444,6.4426857334080365,0.31960727389064475,0.0,0.0,0.010690449676496976,0.0,0.01290994448735806,0.0,0.0,10.786999999999999,0.0
0.9641749495466752,0.006599120175960899,0.0,0.0,0.0,0.0,0.0,0.0,0.8838834764831843,0.08660254037844388,0.18384776310850234,0.0,0.0,0.0
