1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
13.138666666666657,0.0,0.0,0.0,0.0,0.02003917731472478,0.0,0.005715476066494082,0.0007784989441615228,0.0,0.0,0.0,0.2295696456899784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,182.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,163.12533333333351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012712834523274567,0.006227991553292184,0.006741998624632422,0.0,0.0,0.0,0.0,0.005449492609130661,0.0,0.0,0.005085133809309827,0.02065835610032117,0.0,0.007706746355884524,0.01123666437438737,0.002752409412815901
0.0,0.0,0.0,19.29714285714286,0.0,0.0,0.00045501575519329014,0.12904225959702023,0.01447493728911492,0.0,0.0,0.0,0.0,0.0,0.0,0.002519763153394849,0.0,0.0,0.0,0.002182178902359924,0.0,0.0,0.0007715167498104596,0.0,0.0,0.0
0.0,0.0,0.0,0.0,16.680000000000003,0.0,0.08846517369293831,0.07528095524249294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012570787221094178,0.0,0.0,0.0,0.0,0.0,0.0
0.02003917731472478,0.0,0.0,0.0,0.0,11.379999999999999,0.0005057217374241737,0.009203579866168446,0.0,0.0,0.0,0.0,1.2007401720540187,0.0,0.3112699320336535,0.9759952185675232,0.017149858514250882,0.0,0.0,4.41414837566126,0.0,0.0,0.2383830333480873,0.0,0.0,0.0
0.0,0.0,0.0,0.00045501575519329014,0.0884651736929383,0.0005057217374241737,17.675652173913047,0.0,0.0,0.0,0.0,0.0,0.0018057877962865383,0.0,0.9104540792564898,0.35754598366473456,0.0,0.0,0.0,0.06602956445140701,0.0,0.0,0.007372097807744857,0.0,0.0,0.0
0.005715476066494082,0.0,0.0,0.12904225959702023,0.07528095524249294,0.009203579866168446,0.0,6.662000000000001,0.35659500837785146,0.0,0.0,0.0,0.041079191812887474,0.0,0.0,0.0,0.0,0.0,0.23108800632370927,1.4093217438817076,0.0,0.019364916731037084,0.005590169943749473,0.0,0.0,0.0
0.0007784989441615229,0.0,0.0,0.01447493728911492,0.0,0.0,0.0,0.3565950083778515,7.652727272727273,0.0,0.0,0.0,0.0008703882797784894,0.0,0.0,0.0,0.0,0.0,0.214179194304039,0.05427204202399745,0.0,0.028311042925246534,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38174411773931943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16302935756657885
0.0,0.0,0.0012712834523274565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.570000000000001,0.0265361388801511,0.0,0.0,0.0,0.0,0.0,0.03674234614174768,0.0,0.0,0.04666666666666668,0.4816666666666668,0.0,0.034641016151377546,0.03771236166328255,0.005773502691896258
0.0,0.0,0.006227991553292184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0265361388801511,1.2049999999999998,0.0014433756729740647,0.0,0.0,0.0,0.0,0.115,0.0,0.0,0.5878775382679629,0.634826091671307,0.0,0.14495689014324223,0.32331615074619047,0.010606601717798212
0.2295696456899784,0.0,0.006741998624632422,0.0,0.0,1.2007401720540187,0.0018057877962865385,0.04107919181288747,0.0008703882797784894,0.0,0.0,0.0014433756729740647,7.611666666666668,0.0,0.5174547081629464,0.5058333333333335,0.0,0.0,0.0,0.09141379262169076,0.0011785113019775796,0.004714045207910318,0.1398250394838731,0.0,0.013333333333333336,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.829999999999998,0.0062499999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5099999999999993,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.3112699320336535,0.9104540792564899,0.0,0.0,0.0,0.0,0.0,0.5174547081629465,0.0062499999999999995,4.574999999999999,5.152093425653952,0.0,0.0,0.0,0.1013519719700718,0.0,0.0,1.3124999999999998,0.0,0.0,0.0
0.0,0.0,0.0,0.002519763153394849,0.0,0.9759952185675229,0.3575459836647346,0.0,0.0,0.0,0.0,0.0,0.5058333333333335,0.0,5.152093425653951,7.385000000000002,0.018371173070873836,0.0,0.0,0.5552185088706901,0.0,0.0,1.257404734628698,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.017149858514250882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018371173070873836,6.634999999999998,0.0,0.0,0.0,0.0,0.002886751345948129,0.0,0.0,0.0,0.0
0.0,0.0,0.005449492609130661,0.0,0.0,0.0,0.0,0.0,0.0,0.3817441177393195,0.03674234614174768,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09389710680668852,0.4572380853195266,0.0,0.028284271247461898,0.20207259421636906,0.36062445840513924
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23108800632370927,0.21417919430403898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.900000000000001,0.29666042440374046,0.0,0.47166666666666673,0.22516660498395408,0.034641016151377546,0.0,0.0
0.0,0.0,0.0,0.0021821789023599237,0.01257078722109418,4.414148375661261,0.06602956445140701,1.4093217438817076,0.05427204202399745,0.0,0.0,0.0,0.09141379262169078,0.0,0.1013519719700718,0.5552185088706901,0.0,0.0,0.29666042440374046,4.155555555555555,0.0,0.02993820796734996,0.022391714737574002,0.0,0.0,0.0
0.0,0.0,0.005085133809309826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04666666666666668,0.5878775382679629,0.0011785113019775796,0.0,0.0,0.0,0.0,0.09389710680668852,0.0,0.0,3.2366666666666672,0.7483333333333335,0.0,0.1299038105676658,0.34412530017745324,0.025980762113533163
0.0,0.0,0.02065835610032117,0.0,0.0,0.0,0.0,0.019364916731037088,0.02831104292524653,0.0,0.4816666666666668,0.6348260916713071,0.004714045207910318,0.0,0.0,0.0,0.002886751345948129,0.45723808531952664,0.4716666666666668,0.02993820796734996,0.7483333333333334,2.703333333333334,0.017320508075688773,0.49074772881118195,0.7094638037905029,0.12124355652982143
0.0,0.0,0.0,0.0007715167498104595,0.0,0.23838303334808736,0.007372097807744857,0.005590169943749473,0.0,0.0,0.0,0.0,0.1398250394838731,3.509999999999999,1.3124999999999996,1.257404734628698,0.0,0.0,0.22516660498395405,0.022391714737574002,0.0,0.017320508075688773,4.327499999999999,0.0,0.0,0.0
0.0,0.0,0.007706746355884524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034641016151377546,0.14495689014324223,0.0,0.0,0.0,0.0,0.0,0.028284271247461898,0.034641016151377546,0.0,0.1299038105676658,0.4907477288111819,0.0,0.9799999999999998,0.0938971068066885,0.0
0.0,0.0,0.011236664374387369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03771236166328255,0.32331615074619047,0.013333333333333338,0.0,0.0,0.0,0.0,0.20207259421636906,0.0,0.0,0.3441253001774532,0.7094638037905029,0.0,0.0938971068066885,1.1800000000000002,0.03674234614174768
0.0,0.0,0.0027524094128159016,0.0,0.0,0.0,0.0,0.0,0.0,0.16302935756657885,0.005773502691896258,0.010606601717798212,0.0,0.0,0.0,0.0,0.0,0.36062445840513924,0.0,0.0,0.025980762113533163,0.12124355652982143,0.0,0.0,0.03674234614174767,0.9899999999999998
