1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
179.12883977900552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,167.00000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,11.23125,0.0,0.009045340337332909,0.0,0.37719613343315583,0.002867696673382022,0.0,0.0,0.0,0.0,0.07954951288348658,0.84375,0.0070710678118654745,0.0,0.0,1.4364081749704545,0.01795331246793829
0.0,0.0,0.0,22.27384615384616,0.0,0.0,0.0,0.0,1.0102099135718816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3868774714729204
0.0,0.0,0.009045340337332909,0.0,8.047272727272729,0.0,0.0,0.0,0.022202744804029177,0.0,0.0,4.3674833511429485,0.0,0.0,0.0,0.0,0.0,0.0032961712654360777,0.0
0.0,0.0,0.0,0.0,0.0,6.767499999999999,0.0,0.0,0.11557011557017335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10049268872811036,0.0
0.0,0.0,0.3771961334331558,0.0,0.0,0.0,10.89846153846154,0.0,0.0,0.0,0.0,0.005447047794019223,0.0,0.04714951667914448,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0028676966733820223,0.0,0.0,0.0,0.0,17.962105263157884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007165743639000186,0.0
0.0,0.0,0.0,1.0102099135718814,0.02220274480402918,0.11557011557017337,0.0,0.0,22.843870967741935,0.0,0.0,0.0,0.011430011430017145,0.0,0.0,0.0,0.0,1.7160767104533832,0.004073065399812783
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5866666666666671,0.0,0.0,0.012247448713915891,0.0,0.0,0.40703193977868624,2.8804761511151,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,1.1199999999999999,0.0,0.7099999999999999,0.0,0.0,0.0,0.14966629547095764
0.0,0.0,0.0,0.0,4.367483351142948,0.0,0.005447047794019223,0.0,0.0,0.0,0.0,19.155238095238097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.07954951288348658,0.0,0.0,0.0,0.0,0.0,0.011430011430017144,0.012247448713915891,1.1199999999999999,0.0,3.4899999999999993,0.019445436482630057,1.7099999999999997,0.06363961030678927,0.004008918628686365,0.351172252918012,0.3581300641626486
0.0,0.0,0.84375,0.0,0.0,0.0,0.04714951667914448,0.0,0.0,0.0,0.0,0.0,0.019445436482630054,2.2199999999999998,0.0,0.05,0.4516675452460264,0.0,0.0
0.0,0.0,0.0070710678118654745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7099999999999999,0.0,1.7099999999999995,0.0,0.8899999999999998,0.0,0.0,0.0,0.045434411125112144
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40703193977868624,0.0,0.0,0.06363961030678927,0.05,0.0,2.965,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8804761511150994,0.0,0.0,0.004008918628686365,0.4516675452460265,0.0,0.0,4.765714285714285,0.0,0.0
0.0,0.0,1.436408174970454,0.0,0.003296171265436078,0.10049268872811036,0.0,0.0007165743639000186,1.716076710453383,0.0,0.0,0.0,0.35117225291801196,0.0,0.0,0.0,0.0,30.02048780487805,0.0
0.0,0.0,0.01795331246793829,1.3868774714729202,0.0,0.0,0.0,0.0,0.004073065399812783,0.0,0.14966629547095764,0.0,0.3581300641626486,0.0,0.04543441112511214,0.0,0.0,0.0,3.839999999999999
