1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
20.254074074074076,0.0,0.0,0.0,0.0004199605255658081,0.0,0.026335911734997525,0.0,0.012422599874998832,0.0,2.0715198671953843,0.09661876207644758,0.0,0.0,1.1755555555555557,0.06937819061732106,0.0,0.0,0.005499719409228704,0.0
0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,175.70831460674208,0.0,0.0,0.0,0.0,0.0,0.0,0.0033728926004813766,0.0023849952300143097,0.0,0.008654846448158312,0.00028329634983503675,0.0,0.0,0.0,0.0768498463004611,0.01713572171813893,2.3065553868938378
0.0,0.0,0.0,17.583157894736832,0.0,0.0,0.0,0.0,0.04264911919865464,0.0,0.008516624609365033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0004199605255658081,0.0,0.0,0.0,18.765714285714292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.429030768885087,2.1232600719962056,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.550000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6310596419369696,0.0,0.0,0.4229090721814009,0.01833333333333334,0.0
0.02633591173499752,0.0,0.0,0.0,0.0,0.0,12.13333333333333,0.00273861278752583,0.10266666666666666,0.0,1.3195549281228622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7726498416344739,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0027386127875258298,6.154999999999999,0.5312908807800111,0.0,0.0012499999999999998,0.0,0.034701104689428365,0.0,0.0,0.0,3.6663486604522486,0.0,0.0,0.0
0.012422599874998833,0.0,0.0,0.04264911919865464,0.0,0.0,0.10266666666666664,0.531290880780011,9.035999999999998,0.0,0.9069372681356376,0.02190890230020664,1.5145633767598574,0.0,0.0,0.0636867333123626,0.092951600308978,0.007302967433402214,0.0021081851067789193,0.0
0.0,0.0,0.003372892600481376,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0070710678118654745,0.0,0.6091045339950554,2.1468382066924105,0.0,0.0,0.0,0.21213203435596426,0.32455739091877117,0.07071067811865475
2.0715198671953847,0.0,0.00238499523001431,0.008516624609365033,0.0,0.0,1.3195549281228625,0.0012499999999999998,0.9069372681356374,0.0070710678118654745,22.903124999999992,0.032499999999999994,0.0030618621784789728,0.0,0.0,0.015652475842498525,0.0,0.014374999999999997,0.07433384715816432,0.009999999999999998
0.09661876207644757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021908902300206638,0.0,0.032499999999999994,6.909999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.008654846448158312,0.0,0.0,0.0,0.0,0.034701104689428365,1.5145633767598574,0.6091045339950553,0.003061862178478973,0.0,0.7600000000000002,0.0,0.0,0.012780193008453879,0.0,0.37967091013139265,0.5374011537017762,0.17962924780409975
0.0,0.0,0.00028329634983503675,0.0,0.0,0.0,0.0,0.0,0.0,2.1468382066924105,0.0,0.0,0.0,5.622857142857143,0.0,0.0,0.0,0.04008918628686366,0.11418447897194801,0.005345224838248487
1.1755555555555557,0.0,0.0,0.0,0.0,1.63105964193697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.62222222222223,0.0,0.0,0.0,0.0,0.0
0.06937819061732105,0.0,0.0,0.0,2.4290307688850867,0.0,0.0,0.0,0.06368673331236262,0.0,0.01565247584249853,0.0,0.012780193008453877,0.0,0.0,7.486000000000001,0.21819715855161817,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.123260071996206,0.0,0.0,3.6663486604522486,0.092951600308978,0.0,0.0,0.0,0.0,0.0,0.0,0.21819715855161817,1.56,0.0,0.0,0.0
0.0,0.0,0.0768498463004611,0.0,0.0,0.42290907218140084,0.0,0.0,0.007302967433402213,0.21213203435596426,0.014374999999999997,0.0,0.37967091013139265,0.04008918628686364,0.0,0.0,0.0,3.3349999999999986,0.7938566201357358,1.3899999999999997
0.005499719409228703,0.0,0.01713572171813893,0.0,0.0,0.018333333333333337,0.7726498416344741,0.0,0.0021081851067789197,0.3245573909187711,0.07433384715816428,0.0,0.5374011537017762,0.11418447897194804,0.0,0.0,0.0,0.7938566201357355,1.6733333333333336,0.3290896534380867
0.0,0.0,2.306555386893841,0.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.009999999999999998,0.0,0.17962924780409972,0.005345224838248487,0.0,0.0,0.0,1.39,0.3290896534380867,0.9999999999999998
