1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,174.19681818181792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22978250586152155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.740000000000002,0.0,0.021081851067789197,0.0,0.7818784361324266,0.6811767093799592,0.0,0.0,0.0,0.0,0.0,0.0023570226039551587,1.0010130979274061,0.005,0.0,0.0,0.0,0.0,0.0,1.8827692370548232,0.0,0.0,0.0,0.0,0.0,0.8189230248533258
0.0,0.0,0.0,3.829999999999999,0.0,0.0,0.0,0.0,0.0,0.9199999999999998,0.0,0.0,0.1500288433807108,0.019445436482630054,0.0,0.0037499999999999994,0.0,0.0,0.0,0.0,0.0,1.8682347952010743,0.0,1.36294832073707,0.0,0.0,0.0,0.09732585179987602
0.0,0.0,0.021081851067789197,0.0,17.820999999999998,0.0,0.0007071067811865476,0.0,0.003952847075210474,0.0,0.0,0.0,0.0,0.0,0.03747665940288701,0.0,0.0,0.0,0.0,0.0,0.0,0.0007071067811865476,0.0,1.1806438921198887,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,15.98117647058824,0.013038404810405298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.7818784361324265,0.0,0.0007071067811865475,0.013038404810405297,7.302,0.014909986328219497,0.0,0.0,0.0,0.0,0.0,0.0,0.09300000000000001,0.0,0.0,0.0,0.0,0.0,4.9608230793891455,0.039,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6811767093799593,0.0,0.0,0.0,0.014909986328219497,7.9892307692307725,0.0,0.0,0.0,0.0,0.0,0.0,0.0017541160386140588,0.0,0.0,0.10884445500169214,0.0,0.0,0.0,0.13594399299258955,0.0,0.0,0.0,0.0,0.0,0.002223747949983304
0.0,0.0,0.0,0.0,0.003952847075210473,0.0,0.0,0.0,6.185,0.0,0.0,0.0,0.0,0.0,0.004472135954999579,0.0037499999999999994,0.0,0.0,0.0,0.0,0.0,0.0,1.0376792013912584,0.056568542494923796,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.9199999999999998,0.0,0.0,0.0,0.0,0.0,6.167499999999999,0.0,0.0,0.0,0.0,0.0,0.0024999999999999996,0.0,0.0,0.0,0.0,0.0,0.0022360679774997894,0.16086679271993953,1.5308861812688752,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8099999999999999,0.0,0.0,0.07778174593052022,0.0,0.0,0.028284271247461898,0.017499999999999998,0.13880441875771343,0.10999999999999997,0.0,0.0022360679774997894,0.0,0.0035355339059327372,0.2333452377915607,0.8988993269549154,0.33999999999999997,0.0
