1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
184.49625668449184,0.0,0.0,0.00765968282787755,0.0,0.0,0.0,0.0,0.0,0.0010341753799900384,0.0,0.0,0.0010341753799900384,0.0,0.008829944192264336
0.0,163.00000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36221540552549664,0.0,0.0
0.0,0.0,49.62898550724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.02577550800908,0.0,0.0,1.9663842219191452,0.0
0.00765968282787755,0.0,0.0,13.280952380952384,0.0,0.0,0.0,6.874214240811193,0.0,0.0,1.1313717359968523,0.0,0.0,1.6365296713104123,0.010734900802433866
0.0,0.0,0.0,0.0,17.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84722086720835,0.0
0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,6.8742142408111935,0.0,0.0,0.0,30.742500000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000002,0.0,0.0,0.15556349186104051,0.0,0.0,0.0438178046004133
0.0010341753799900382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.11430952132988166,0.019999999999999997,0.0,0.17076299364909248
0.0,0.0,11.025775508009081,1.1313717359968523,0.0,0.0,0.0,0.0,0.0,0.0,24.06157894736842,0.0,0.0,1.3748645866335156,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15556349186104051,0.11430952132988167,0.0,1.6400000000000006,0.0,0.0,0.2711088342345192
0.0010341753799900382,0.36221540552549686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019999999999999997,0.0,0.0,0.9999999999999998,0.0,0.7968939703624316
0.0,0.0,1.966384221919145,1.636529671310412,2.8472208672083505,0.0,0.0,0.0,0.0,0.0,1.3748645866335156,0.0,0.0,1.9600000000000004,0.0
0.008829944192264337,0.0,0.0,0.010734900802433866,0.0,0.0,0.0,0.0,0.0438178046004133,0.17076299364909248,0.0,0.27110883423451926,0.7968939703624315,0.0,3.016
