1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
184.49625668449184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010341753799900384,0.0,0.003597384670922507,0.005118906968889915,0.008043996665398437,0.009735286971778041
0.0,163.00000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22908513701242164,0.0,0.0,0.0
0.0,0.0,53.595365853658535,0.0,0.008675328468813838,0.0,0.0,0.0,7.192080441717775,0.0,0.0,0.0,0.0,0.0,0.01990832648452989
0.0,0.0,0.0,31.203902439024386,0.0,0.0,0.0,0.0,0.2284388770710697,0.0,0.0,0.0,0.0,0.0,5.578514145813999
0.0,0.0,0.008675328468813838,0.0,19.003809523809533,0.0,0.0,0.0,0.001649572197684645,0.0,0.0,0.0,0.0,0.0,0.32379672997780934
0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000002,0.0,0.0,0.15556349186104051,0.0,0.0,0.09797958971132714,0.0
0.0,0.0,7.192080441717775,0.22843887707106966,0.001649572197684645,0.0,0.0,0.0,18.954285714285707,0.0,0.0,0.0,0.0,0.0,1.283100640147628
0.0010341753799900382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.11430952132988166,0.1201665510863984,0.056568542494923796,0.0848528137423857,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15556349186104051,0.0,0.11430952132988167,1.6400000000000006,0.09811557810392123,0.2367136103677466,0.15011106998930274,0.0
0.0035973846709225076,0.2290851370124213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1201665510863984,0.09811557810392124,2.048,1.2477259314448825,1.1046175808848961,0.003721042037676254
0.005118906968889915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056568542494923796,0.2367136103677466,1.2477259314448828,0.0,0.68,0.008320502943378438
0.008043996665398437,0.0,0.0,0.0,0.0,0.0,0.0,0.09797958971132713,0.0,0.0848528137423857,0.15011106998930274,1.104617580884896,0.68,0.0,0.01386750490563073
0.009735286971778043,0.0,0.019908326484529885,5.578514145813999,0.32379672997780923,0.0,0.0,0.0,1.283100640147628,0.0,0.0,0.0037210420376762544,0.008320502943378438,0.01386750490563073,7.360000000000001
