1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
180.99999999999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0449691252107734,0.0,0.0
0.0,164.99999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0429469957557504,0.0,0.0
0.0,0.0,28.297575757575764,0.004923659639173311,0.04396255650079604,0.000778498944161523,0.0,0.0,0.0,3.650422094199656,0.0,0.005248638810814781,0.0,1.1531779427256377,0.0,0.0,0.0
0.0,0.0,0.00492365963917331,13.771111111111114,0.0,0.0795839877809042,0.0,0.0,1.945,0.23255934754208218,0.0,0.252287514354139,0.0,0.0,0.16656293067949787,0.0,0.0
0.0,0.0,0.04396255650079604,0.0,20.811034482758622,0.0012456821978060995,0.0,0.0,1.8146549021213654,0.47064970705632575,0.0,0.18308485108256434,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0007784989441615231,0.07958398778090423,0.0012456821978060995,18.259000000000004,0.0,0.0,0.004743416490252569,0.04603461791425696,0.0,0.05326178913459613,0.0,0.6676734427000647,0.00074535599249993,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29393876913398137,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.945,1.8146549021213652,0.004743416490252568,0.0,0.0,4.757499999999999,0.024262373970773646,0.0,0.019188064472004936,0.0,0.0,0.012963624321753369,0.0,0.0
0.0,0.0,3.650422094199656,0.23255934754208224,0.4706497070563258,0.04603461791425696,0.0,0.0,0.024262373970773635,26.526046511627907,0.0,0.32921715074813923,0.0,0.01621705651909678,0.0015249857033260467,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.005248638810814781,0.2522875143541391,0.18308485108256436,0.05326178913459612,0.0,0.0,0.019188064472004936,0.32921715074813934,0.0,8.063636363636364,0.0,0.0,0.002010075630518424,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,1.263364115719965,0.33999999999999997,0.6199999999999999
0.0,0.0,1.153177942725637,0.0,0.0,0.6676734427000648,0.0,0.0,0.0,0.016217056519096783,0.0,0.0,0.0,20.188695652173916,0.0,0.0,0.0
0.04496912521077341,0.042946995755750374,0.0,0.16656293067949784,0.0,0.0007453559924999299,0.29393876913398137,0.0,0.012963624321753369,0.0015249857033260465,0.0,0.002010075630518424,1.2633641157199649,0.0,4.399999999999999,1.6027753706895076,2.7200040849642524
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33999999999999997,0.0,1.6027753706895076,0.9999999999999998,0.9399999999999997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6199999999999999,0.0,2.720004084964253,0.9399999999999997,0.9999999999999998
