1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
8.42875,0.0,0.0,1.049668527611047,0.0,0.0,0.0,0.0,0.0,0.11430952132988167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015275252316519468,0.005303300858899106,0.0,0.00472455591261534,0.10103629710818451,0.0,0.011547005383792518,0.9557984227858927,0.0,0.0
0.0,182.9999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18086213288334052,0.0
0.0,0.0,163.00000000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04268749491621899,0.0
1.049668527611047,0.0,0.0,8.217142857142857,0.0,0.0,0.0,0.0,0.016135586226014315,0.0,0.00944911182523068,0.0,0.0,0.0,0.0030860669992418387,0.0,0.0,1.2801499965259706,0.0,0.0,0.017172593257387583,0.6812492900826358,0.0,0.0,3.8395357792316513,0.0,0.06262945776223706
0.0,0.0,0.0,0.0,6.172000000000001,0.0,0.0,0.013522468075656264,0.6957930726875627,0.0,0.005590169943749473,0.0,0.0,0.0,0.0,0.0,2.1895265850559267,0.0020701966780270627,0.0,0.0,0.02031888635868469,0.0,0.0,0.0,0.0,0.0,0.15537971921347116
0.0,0.0,0.0,0.0,0.0,15.943529411764708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011902380714238086,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,11.98153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19135481877043675,0.0,0.0,0.0,0.013627702877384941,0.0,0.0,0.0,0.005262348115842176,0.0,0.0
0.0,0.0,0.0,0.0,0.013522468075656267,0.0,0.0,12.925714285714283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010910894511799621,0.0,0.0,0.0,0.0,6.159018213736899,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.016135586226014315,0.6957930726875629,0.0,0.0,0.0,18.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009128709291752771,0.02439750182371333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033806170189140663
0.11430952132988167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08017837257372733,0.3608439182435161,0.0,0.0,0.0,0.034641016151377546,0.6906076229588616,0.0,0.0,0.19442222095223582
0.0,0.0,0.0,0.009449111825230679,0.005590169943749474,0.0,0.0,0.0,0.0,0.0,6.677499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03608026765817729,0.0,0.0,0.0,0.0,0.0,0.013363062095621218
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.885714285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1924280941769455,0.0,0.0,0.0,0.0,0.0,0.09827076298239908,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9999999999999996,0.0,0.0,0.0,0.00912870929175277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7805574980568193
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.295,1.2643970895252805,0.0,0.0,0.0,0.028284271247461894,0.028284271247461898,0.0,0.0,0.0,0.5196152422706632,0.0,0.32166666666666666,0.0
0.0,0.0,0.0,0.003086066999241839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2643970895252807,1.973333333333334,0.0,0.0,0.002519763153394849,0.012247448713915893,0.0,0.004364357804719848,0.0,0.0,0.18000000000000005,0.012780193008453879,0.19052558883257653,0.0
