1,2,3,4,5,6,7,8,9,10,11
4.8257142857142865,2.9044055206825807,2.6134951966393807,0.01283881477532739,0.0,0.0,0.0,0.0,0.19905132145109858,0.0,0.2624780381229912
2.904405520682576,178.9999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6134951966393913,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.15055453054181628,0.0,0.0
0.01283881477532739,0.0,0.0,21.015897435897436,0.0,0.0,0.40933185082835183,0.0,0.03882901373576605,16.645549388116763,3.4053469825186595
0.0,0.0,0.0,0.0,31.999999999999986,0.0,0.0,0.0,0.0,0.0,21.057747928638687
0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.40933185082835166,0.0,0.0,20.10272727272727,0.0,0.0,0.0,0.08668807377250548
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
0.19905132145109863,0.0,0.15055453054181597,0.03882901373576605,0.0,0.0,0.0,0.0,1.9866666666666672,0.0,0.0
0.0,0.0,0.0,16.64554938811678,0.0,0.0,0.0,0.0,0.0,68.86714285714287,0.0
0.2624780381229912,0.0,0.0,3.405346982518659,21.057747928638683,0.0,0.08668807377250547,0.0,0.0,0.0,13.962608695652175
