1,2,3,4,5,6,7,8,9,10,11
179.62209944751336,0.0009662991082435892,0.002135993114103298,0.0,0.0,0.0,0.0033379342096892255,0.0,0.0,0.019311348394029357,0.005899714385820228
0.0009662991082435893,169.50292397660792,0.001922866501337435,0.0,0.0,0.0,0.010614639197925867,0.0,0.0,0.17351373877552112,0.012139539573337677
0.002135993114103298,0.001922866501337435,27.972258064516126,0.05759297957778961,0.5311097494702997,0.0,0.007332355751067666,0.0,1.422500762238128,0.04355197117867787,0.0
0.0,0.0,0.05759297957778962,49.41333333333333,0.002089785019092862,0.0,0.04973458969132758,0.0,0.0,0.0,0.0
0.0,0.0,0.5311097494703,0.002089785019092862,20.10272727272727,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
0.003337934209689225,0.010614639197925865,0.007332355751067665,0.04973458969132752,0.0,0.0,4.666666666666668,0.0,0.0,0.007071067811865478,0.34563950391508586
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0,0.0
0.0,0.0,1.4225007622381285,0.0,0.0,0.0,0.0,0.0,80.29243902439032,0.0,0.0
0.019311348394029357,0.1735137387755206,0.04355197117867787,0.0,0.0,0.0,0.007071067811865478,0.0,0.0,1.9866666666666672,0.06110100926607787
0.005899714385820227,0.012139539573337677,0.0,0.0,0.0,0.0,0.34563950391508586,0.0,0.0,0.06110100926607787,5.999999999999998
