1,2,3,4,5,6,7,8,9,10,11
179.62209944751336,0.0,0.0,0.0,0.0,0.0013053941106798224,0.019311348394029357,0.009986178293325099,0.0,0.0,0.0033379342096892255
0.0,169.0,0.0,0.0,0.0,0.0,0.15055453054181628,3.4573291714848393,0.0,0.0,0.0
0.0,0.0,28.727333333333316,0.058544994148682604,0.5398890177760158,0.2619243736463641,0.0,0.0,0.0,0.0,0.0074535599249993
0.0,0.0,0.05854499414868262,49.41333333333333,0.002089785019092862,0.0,0.0,0.0,0.0,0.0,0.04973458969132758
0.0,0.0,0.5398890177760164,0.002089785019092862,20.10272727272727,0.0,0.0,0.0,0.0,0.0,0.0
0.0013053941106798222,0.0,0.261924373646364,0.0,0.0,80.80240963855428,0.02661641852202808,0.00543305367994433,0.0,0.0,0.0
0.019311348394029357,0.15055453054181597,0.0,0.0,0.0,0.02661641852202808,1.9866666666666672,0.1653405576378645,0.0,0.0,0.007071067811865478
0.009986178293325097,3.457329171484831,0.0,0.0,0.0,0.005433053679944329,0.16534055763786454,5.354999999999999,0.0,0.0,0.3723909236273087
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.999999999999997,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
0.003337934209689225,0.0,0.0074535599249993,0.04973458969132752,0.0,0.0,0.007071067811865477,0.3723909236273086,0.0,0.0,4.666666666666668
